date,sales,day_of_week,month,lag_1,lag_7,rolling_mean_7,current_stock,reorder_flag,recommended_order_qty
2023-02-09,20.0,3,2,18.02,18.6,22.095714285714287,-510.1500000000001,True,758.0374625098111
2023-02-10,22.7,4,2,20.0,16.54,22.975714285714282,-532.8500000000001,True,780.7374625098112
2023-02-11,25.02,5,2,22.7,26.2,22.807142857142857,-557.8700000000001,True,805.7574625098111
2023-02-12,28.18,6,2,25.02,24.09,23.39142857142857,-586.0500000000001,True,833.9374625098112
2023-02-13,28.7,0,2,28.18,29.46,23.282857142857143,-614.7500000000001,True,862.6374625098113
2023-02-14,22.57,1,2,28.7,20.36,23.59857142857143,-637.3200000000002,True,885.2074625098112
2023-02-15,20.62,2,2,22.57,18.02,23.97,-657.9400000000002,True,905.8274625098113
2023-02-16,18.8,3,2,20.62,20.0,23.798571428571424,-676.7400000000001,True,924.6274625098113
2023-02-17,24.43,4,2,18.8,22.7,24.045714285714286,-701.1700000000001,True,949.0574625098111
2023-02-18,26.31,5,2,24.43,25.02,24.229999999999997,-727.48,True,975.367462509811
2023-02-19,24.0,6,2,26.31,28.18,23.632857142857144,-751.48,True,999.367462509811
2023-02-20,31.34,0,2,24.0,28.7,24.009999999999998,-782.82,True,1030.7074625098112
2023-02-21,26.62,1,2,31.34,22.57,24.58857142857143,-809.44,True,1057.327462509811
2023-02-22,21.51,2,2,26.62,20.62,24.715714285714284,-830.95,True,1078.837462509811
2023-02-23,22.78,3,2,21.51,18.8,25.284285714285712,-853.73,True,1101.617462509811
2023-02-24,25.12,4,2,22.78,24.43,25.382857142857144,-878.8499999999999,True,1126.737462509811
2023-02-25,28.84,5,2,25.12,26.31,25.744285714285716,-907.6899999999998,True,1155.5774625098109
2023-02-26,27.55,6,2,28.84,24.0,26.251428571428573,-935.2399999999998,True,1183.1274625098108
2023-02-27,30.21,0,2,27.55,31.34,26.09,-965.4499999999998,True,1213.3374625098108
2023-02-28,29.54,1,2,30.21,26.62,26.50714285714286,-994.9899999999998,True,1242.8774625098108
2023-03-01,27.24,2,3,29.54,21.51,27.325714285714287,-1022.2299999999998,True,1270.1174625098108
2023-03-02,20.28,3,3,27.24,22.78,26.96857142857143,-1042.5099999999998,True,1290.3974625098108
2023-03-03,22.24,4,3,20.28,25.12,26.557142857142857,-1064.7499999999998,True,1312.6374625098108
2023-03-04,23.49,5,3,22.24,28.84,25.792857142857144,-1088.2399999999998,True,1336.1274625098108
2023-03-05,27.24,6,3,23.49,27.55,25.748571428571427,-1115.4799999999998,True,1363.3674625098108
2023-03-06,34.35,0,3,27.24,30.21,26.34,-1149.8299999999997,True,1397.7174625098107
2023-03-07,33.38,1,3,34.35,29.54,26.888571428571428,-1183.2099999999998,True,1431.0974625098108
2023-03-08,24.87,2,3,33.38,27.24,26.550000000000004,-1208.0799999999997,True,1455.9674625098107
2023-03-09,25.5,3,3,24.87,20.28,27.29571428571429,-1233.5799999999997,True,1481.4674625098107
2023-03-10,24.65,4,3,25.5,22.24,27.639999999999997,-1258.2299999999998,True,1506.1174625098108
2023-03-11,25.65,5,3,24.65,23.49,27.94857142857143,-1283.8799999999999,True,1531.767462509811
2023-03-12,32.69,6,3,25.65,27.24,28.72714285714286,-1316.57,True,1564.457462509811
2023-03-13,37.29,0,3,32.69,34.35,29.147142857142857,-1353.86,True,1601.747462509811
2023-03-14,29.97,1,3,37.29,33.38,28.659999999999997,-1383.83,True,1631.717462509811
2023-03-15,30.55,2,3,29.97,24.87,29.471428571428568,-1414.3799999999999,True,1662.267462509811
2023-03-16,15.4,3,3,30.55,25.5,28.02857142857143,-1429.78,True,1677.667462509811
2023-03-17,26.8,4,3,15.4,24.65,28.335714285714285,-1456.58,True,1704.467462509811
2023-03-18,28.61,5,3,26.8,25.65,28.75857142857143,-1485.1899999999998,True,1733.0774625098109
2023-03-19,31.47,6,3,28.61,32.69,28.584285714285716,-1516.6599999999999,True,1764.5474625098109
2023-03-20,33.72,0,3,31.47,37.29,28.074285714285715,-1550.3799999999999,True,1798.267462509811
2023-03-21,24.89,1,3,33.72,29.97,27.34857142857143,-1575.27,True,1823.157462509811
2023-03-22,25.96,2,3,24.89,30.55,26.692857142857143,-1601.23,True,1849.117462509811
2023-03-23,25.1,3,3,25.96,15.4,28.078571428571426,-1626.33,True,1874.217462509811
2023-03-24,29.54,4,3,25.1,26.8,28.470000000000002,-1655.87,True,1903.757462509811
2023-03-25,27.57,5,3,29.54,28.61,28.321428571428573,-1683.4399999999998,True,1931.3274625098109
2023-03-26,30.71,6,3,27.57,31.47,28.212857142857143,-1714.1499999999999,True,1962.037462509811
2023-03-27,32.71,0,3,30.71,33.72,28.068571428571428,-1746.86,True,1994.747462509811
2023-03-28,34.37,1,3,32.71,24.89,29.422857142857143,-1781.2299999999998,True,2029.1174625098108
2023-03-29,28.38,2,3,34.37,25.96,29.768571428571427,-1809.61,True,2057.497462509811
2023-03-30,23.21,3,3,28.38,25.1,29.49857142857143,-1832.82,True,2080.707462509811
2023-03-31,27.41,4,3,23.21,29.54,29.194285714285712,-1860.23,True,2108.117462509811
2023-04-01,30.18,5,4,27.41,27.57,29.56714285714286,-1890.4099999999999,True,2138.297462509811
2023-04-02,36.82,6,4,30.18,30.71,30.439999999999998,-1927.23,True,2175.117462509811
2023-04-03,32.88,0,4,36.82,32.71,30.464285714285715,-1960.1100000000001,True,2207.997462509811
2023-04-04,31.41,1,4,32.88,34.37,30.041428571428572,-1991.52,True,2239.407462509811
2023-04-05,26.98,2,4,31.41,28.38,29.841428571428573,-2018.5,True,2266.387462509811
2023-04-06,21.17,3,4,26.98,23.21,29.55,-2039.67,True,2287.557462509811
2023-04-07,27.53,4,4,21.17,27.41,29.56714285714286,-2067.2000000000003,True,2315.0874625098113
2023-04-08,31.44,5,4,27.53,30.18,29.747142857142855,-2098.6400000000003,True,2346.5274625098114
2023-04-09,34.69,6,4,31.44,36.82,29.442857142857147,-2133.3300000000004,True,2381.2174625098114
2023-04-10,35.05,0,4,34.69,32.88,29.752857142857145,-2168.3800000000006,True,2416.2674625098116
2023-04-11,28.91,1,4,35.05,31.41,29.395714285714288,-2197.2900000000004,True,2445.1774625098114
2023-04-12,27.67,2,4,28.91,26.98,29.494285714285716,-2224.9600000000005,True,2472.8474625098115
2023-04-13,25.31,3,4,27.67,21.17,30.08571428571429,-2250.2700000000004,True,2498.1574625098115
2023-04-14,25.0,4,4,25.31,27.53,29.724285714285713,-2275.2700000000004,True,2523.1574625098115
2023-04-15,30.94,5,4,25.0,31.44,29.652857142857147,-2306.2100000000005,True,2554.0974625098115
2023-04-16,36.66,6,4,30.94,34.69,29.93428571428571,-2342.8700000000003,True,2590.7574625098114
2023-04-17,42.18,0,4,36.66,35.05,30.95285714285714,-2385.05,True,2632.937462509811
2023-04-18,34.45,1,4,42.18,28.91,31.744285714285716,-2419.5,True,2667.387462509811
2023-04-19,30.47,2,4,34.45,27.67,32.144285714285715,-2449.97,True,2697.857462509811
2023-04-20,26.88,3,4,30.47,25.31,32.36857142857143,-2476.85,True,2724.737462509811
2023-04-21,22.42,4,4,26.88,25.0,31.999999999999996,-2499.27,True,2747.157462509811
2023-04-22,32.12,5,4,22.42,30.94,32.168571428571425,-2531.39,True,2779.277462509811
2023-04-23,36.4,6,4,32.12,36.66,32.13142857142857,-2567.79,True,2815.677462509811
2023-04-24,44.68,0,4,36.4,42.18,32.48857142857143,-2612.47,True,2860.357462509811
2023-04-25,34.12,1,4,44.68,34.45,32.44142857142857,-2646.5899999999997,True,2894.4774625098107
2023-04-26,31.37,2,4,34.12,30.47,32.57,-2677.9599999999996,True,2925.8474625098106
2023-04-27,27.77,3,4,31.37,26.88,32.69714285714286,-2705.7299999999996,True,2953.6174625098106
2023-04-28,25.44,4,4,27.77,22.42,33.128571428571426,-2731.1699999999996,True,2979.0574625098106
2023-04-29,36.4,5,4,25.44,32.12,33.74,-2767.5699999999997,True,3015.4574625098107
2023-04-30,39.24,6,4,36.4,36.4,34.145714285714284,-2806.8099999999995,True,3054.6974625098105
2023-05-01,40.43,0,5,39.24,44.68,33.53857142857142,-2847.2399999999993,True,3095.1274625098104
2023-05-02,32.74,1,5,40.43,34.12,33.34142857142857,-2879.979999999999,True,3127.86746250981
2023-05-03,35.45,2,5,32.74,31.37,33.924285714285716,-2915.429999999999,True,3163.31746250981
2023-05-04,24.44,3,5,35.45,27.77,33.44857142857143,-2939.869999999999,True,3187.75746250981
2023-05-05,31.48,4,5,24.44,25.44,34.31142857142857,-2971.349999999999,True,3219.23746250981
2023-05-06,40.31,5,5,31.48,36.4,34.870000000000005,-3011.659999999999,True,3259.54746250981
2023-05-07,34.78,6,5,40.31,39.24,34.23285714285715,-3046.439999999999,True,3294.32746250981
2023-05-08,37.13,0,5,34.78,40.43,33.761428571428574,-3083.5699999999993,True,3331.4574625098103
2023-05-09,36.53,1,5,37.13,32.74,34.30285714285714,-3120.0999999999995,True,3367.9874625098105
2023-05-10,30.5,2,5,36.53,35.45,33.59571428571429,-3150.5999999999995,True,3398.4874625098105
2023-05-11,24.76,3,5,30.5,24.44,33.64142857142857,-3175.3599999999997,True,3423.2474625098107
2023-05-12,30.69,4,5,24.76,31.48,33.528571428571425,-3206.0499999999997,True,3453.9374625098108
2023-05-13,31.32,5,5,30.69,40.31,32.244285714285716,-3237.37,True,3485.257462509811
2023-05-14,39.95,6,5,31.32,34.78,32.98285714285714,-3277.3199999999997,True,3525.2074625098107
2023-05-15,36.84,0,5,39.95,37.13,32.941428571428574,-3314.16,True,3562.047462509811
2023-05-16,41.65,1,5,36.84,36.53,33.67285714285715,-3355.81,True,3603.697462509811
2023-05-17,30.43,2,5,41.65,30.5,33.66285714285714,-3386.24,True,3634.127462509811
2023-05-18,29.21,3,5,30.43,24.76,34.298571428571435,-3415.45,True,3663.337462509811
2023-05-19,33.7,4,5,29.21,30.69,34.728571428571435,-3449.1499999999996,True,3697.0374625098107
2023-05-20,31.58,5,5,33.7,31.32,34.76571428571429,-3480.7299999999996,True,3728.6174625098106
2023-05-21,39.98,6,5,31.58,39.95,34.77,-3520.7099999999996,True,3768.5974625098106
2023-05-22,44.29,0,5,39.98,36.84,35.83428571428571,-3564.9999999999995,True,3812.8874625098106
2023-05-23,32.95,1,5,44.29,41.65,34.59142857142857,-3597.9499999999994,True,3845.8374625098104
2023-05-24,34.1,2,5,32.95,30.43,35.11571428571428,-3632.0499999999993,True,3879.9374625098103
2023-05-25,31.73,3,5,34.1,29.21,35.47571428571429,-3663.7799999999993,True,3911.6674625098103
2023-05-26,34.37,4,5,31.73,33.7,35.57142857142857,-3698.149999999999,True,3946.03746250981
2023-05-27,32.33,5,5,34.37,31.58,35.67857142857143,-3730.479999999999,True,3978.36746250981
2023-05-28,36.1,6,5,32.33,39.98,35.12428571428571,-3766.579999999999,True,4014.46746250981
2023-05-29,42.7,0,5,36.1,44.29,34.89714285714286,-3809.279999999999,True,4057.16746250981
2023-05-30,39.43,1,5,42.7,32.95,35.82285714285714,-3848.7099999999987,True,4096.59746250981
2023-05-31,35.07,2,5,39.43,34.1,35.96142857142857,-3883.779999999999,True,4131.66746250981
2023-06-01,32.76,3,6,35.07,31.73,36.10857142857143,-3916.539999999999,True,4164.4274625098105
2023-06-02,30.75,4,6,32.76,34.37,35.59142857142857,-3947.289999999999,True,4195.1774625098105
2023-06-03,37.51,5,6,30.75,32.33,36.331428571428575,-3984.7999999999993,True,4232.687462509811
2023-06-04,41.71,6,6,37.51,36.1,37.13285714285714,-4026.5099999999993,True,4274.397462509811
2023-06-05,39.76,0,6,41.71,42.7,36.712857142857146,-4066.2699999999995,True,4314.157462509811
2023-06-06,44.91,1,6,39.76,39.43,37.49571428571428,-4111.179999999999,True,4359.067462509811
2023-06-07,36.5,2,6,44.91,35.07,37.699999999999996,-4147.679999999999,True,4395.567462509811
2023-06-08,28.91,3,6,36.5,32.76,37.15,-4176.589999999999,True,4424.477462509811
2023-06-09,35.53,4,6,28.91,30.75,37.83285714285715,-4212.119999999999,True,4460.0074625098105
2023-06-10,34.66,5,6,35.53,37.51,37.425714285714285,-4246.779999999999,True,4494.66746250981
2023-06-11,43.96,6,6,34.66,41.71,37.74714285714286,-4290.739999999999,True,4538.62746250981
2023-06-12,46.15,0,6,43.96,39.76,38.660000000000004,-4336.8899999999985,True,4584.77746250981
2023-06-13,37.62,1,6,46.15,44.91,37.61857142857143,-4374.509999999998,True,4622.39746250981
2023-06-14,38.74,2,6,37.62,36.5,37.93857142857143,-4413.249999999998,True,4661.13746250981
2023-06-15,34.5,3,6,38.74,28.91,38.73714285714285,-4447.749999999998,True,4695.63746250981
2023-06-16,36.8,4,6,34.5,35.53,38.91857142857143,-4484.549999999998,True,4732.43746250981
2023-06-17,44.04,5,6,36.8,34.66,40.25857142857143,-4528.589999999998,True,4776.47746250981
2023-06-18,41.63,6,6,44.04,43.96,39.925714285714285,-4570.219999999998,True,4818.10746250981
2023-06-19,41.18,0,6,41.63,46.15,39.215714285714284,-4611.399999999999,True,4859.28746250981
2023-06-20,38.18,1,6,41.18,37.62,39.29571428571428,-4649.579999999999,True,4897.4674625098105
2023-06-21,34.17,2,6,38.18,38.74,38.642857142857146,-4683.749999999999,True,4931.637462509811
2023-06-22,33.8,3,6,34.17,34.5,38.542857142857144,-4717.549999999999,True,4965.437462509811
2023-06-23,36.13,4,6,33.8,36.8,38.44714285714286,-4753.679999999999,True,5001.567462509811
2023-06-24,39.95,5,6,36.13,44.04,37.862857142857145,-4793.629999999999,True,5041.517462509811
2023-06-25,45.62,6,6,39.95,41.63,38.43285714285714,-4839.249999999999,True,5087.137462509811
2023-06-26,44.25,0,6,45.62,41.18,38.871428571428574,-4883.499999999999,True,5131.387462509811
2023-06-27,45.98,1,6,44.25,38.18,39.98571428571428,-4929.479999999999,True,5177.36746250981
2023-06-28,36.6,2,6,45.98,34.17,40.332857142857144,-4966.079999999999,True,5213.9674625098105
2023-06-29,42.96,3,6,36.6,33.8,41.64142857142857,-5009.039999999999,True,5256.9274625098105
2023-06-30,37.75,4,6,42.96,36.13,41.87285714285714,-5046.789999999999,True,5294.6774625098105
2023-07-01,37.32,5,7,37.75,39.95,41.49714285714286,-5084.109999999999,True,5331.99746250981
2023-07-02,40.7,6,7,37.32,45.62,40.794285714285714,-5124.809999999999,True,5372.69746250981
2023-07-03,46.43,0,7,40.7,44.25,41.105714285714285,-5171.239999999999,True,5419.12746250981
2023-07-04,41.72,1,7,46.43,45.98,40.49714285714286,-5212.959999999999,True,5460.847462509811
2023-07-05,40.3,2,7,41.72,36.6,41.02571428571429,-5253.259999999999,True,5501.147462509811
2023-07-06,36.98,3,7,40.3,42.96,40.17142857142857,-5290.239999999999,True,5538.12746250981
2023-07-07,36.42,4,7,36.98,37.75,39.98142857142857,-5326.659999999999,True,5574.54746250981
2023-07-08,38.12,5,7,36.42,37.32,40.09571428571429,-5364.779999999999,True,5612.66746250981
2023-07-09,40.13,6,7,38.12,40.7,40.01428571428572,-5404.909999999999,True,5652.79746250981
2023-07-10,44.41,0,7,40.13,46.43,39.72571428571428,-5449.319999999999,True,5697.20746250981
2023-07-11,45.73,1,7,44.41,41.72,40.29857142857143,-5495.049999999998,True,5742.93746250981
2023-07-12,39.57,2,7,45.73,40.3,40.19428571428572,-5534.619999999998,True,5782.50746250981
2023-07-13,32.6,3,7,39.57,36.98,39.568571428571424,-5567.219999999998,True,5815.10746250981
2023-07-14,37.93,4,7,32.6,36.42,39.784285714285716,-5605.149999999999,True,5853.03746250981
2023-07-15,42.58,5,7,37.93,38.12,40.42142857142857,-5647.729999999999,True,5895.61746250981
2023-07-16,42.8,6,7,42.58,40.13,40.80285714285714,-5690.529999999999,True,5938.41746250981
2023-07-17,46.98,0,7,42.8,44.41,41.17,-5737.509999999998,True,5985.39746250981
2023-07-18,44.1,1,7,46.98,45.73,40.93714285714286,-5781.609999999999,True,6029.49746250981
2023-07-19,36.27,2,7,44.1,39.57,40.465714285714284,-5817.879999999999,True,6065.767462509811
2023-07-20,38.18,3,7,36.27,32.6,41.262857142857136,-5856.0599999999995,True,6103.947462509811
2023-07-21,39.86,4,7,38.18,37.93,41.53857142857142,-5895.919999999999,True,6143.807462509811
2023-07-22,45.45,5,7,39.86,42.58,41.94857142857143,-5941.369999999999,True,6189.2574625098105
2023-07-23,49.38,6,7,45.45,42.8,42.888571428571424,-5990.749999999999,True,6238.637462509811
2023-07-24,43.16,0,7,49.38,46.98,42.34285714285714,-6033.909999999999,True,6281.79746250981
2023-07-25,41.88,1,7,43.16,44.1,42.02571428571429,-6075.789999999999,True,6323.6774625098105
2023-07-26,42.01,2,7,41.88,36.27,42.84571428571429,-6117.799999999999,True,6365.687462509811
2023-07-27,39.41,3,7,42.01,38.18,43.02142857142858,-6157.209999999999,True,6405.097462509811
2023-07-28,40.49,4,7,39.41,39.86,43.11142857142857,-6197.699999999999,True,6445.58746250981
2023-07-29,54.53,5,7,40.49,45.45,44.40857142857143,-6252.229999999999,True,6500.11746250981
2023-07-30,48.7,6,7,54.53,49.38,44.31142857142857,-6300.9299999999985,True,6548.81746250981
2023-07-31,51.47,0,7,48.7,43.16,45.49857142857143,-6352.399999999999,True,6600.28746250981
2023-08-01,48.33,1,8,51.47,41.88,46.42,-6400.729999999999,True,6648.61746250981
2023-08-02,43.19,2,8,48.33,42.01,46.58857142857143,-6443.919999999998,True,6691.80746250981
2023-08-03,37.7,3,8,43.19,39.41,46.34428571428571,-6481.619999999998,True,6729.50746250981
2023-08-04,41.99,4,8,37.7,40.49,46.558571428571426,-6523.609999999998,True,6771.497462509809
2023-08-05,41.42,5,8,41.99,54.53,44.68571428571429,-6565.029999999998,True,6812.917462509809
2023-08-06,47.04,6,8,41.42,48.7,44.44857142857143,-6612.069999999998,True,6859.957462509809
2023-08-07,47.37,0,8,47.04,51.47,43.86285714285714,-6659.439999999998,True,6907.327462509809
2023-08-08,46.48,1,8,47.37,48.33,43.598571428571425,-6705.919999999997,True,6953.807462509809
2023-08-09,48.95,2,8,46.48,43.19,44.42142857142857,-6754.869999999997,True,7002.757462509809
2023-08-10,33.81,3,8,48.95,37.7,43.86571428571428,-6788.679999999998,True,7036.567462509809
2023-08-11,42.55,4,8,33.81,41.99,43.94571428571429,-6831.229999999998,True,7079.117462509809
2023-08-12,39.67,5,8,42.55,41.42,43.69571428571429,-6870.899999999998,True,7118.787462509809
2023-08-13,47.11,6,8,39.67,47.04,43.70571428571429,-6918.0099999999975,True,7165.897462509809
2023-08-14,52.87,0,8,47.11,47.37,44.49142857142857,-6970.879999999997,True,7218.767462509809
2023-08-15,47.2,1,8,52.87,46.48,44.59428571428572,-7018.079999999997,True,7265.967462509809
2023-08-16,39.54,2,8,47.2,48.95,43.25,-7057.619999999997,True,7305.507462509809
2023-08-17,38.03,3,8,39.54,33.81,43.85285714285715,-7095.649999999997,True,7343.537462509808
2023-08-18,43.29,4,8,38.03,42.55,43.958571428571425,-7138.939999999997,True,7386.827462509808
2023-08-19,43.08,5,8,43.29,39.67,44.44571428571429,-7182.019999999997,True,7429.907462509808
2023-08-20,49.94,6,8,43.08,47.11,44.85,-7231.959999999996,True,7479.847462509808
2023-08-21,50.51,0,8,49.94,52.87,44.51285714285715,-7282.469999999997,True,7530.357462509808
2023-08-22,45.82,1,8,50.51,47.2,44.315714285714286,-7328.289999999996,True,7576.177462509808
2023-08-23,49.98,2,8,45.82,39.54,45.80714285714286,-7378.269999999996,True,7626.157462509807
2023-08-24,42.85,3,8,49.98,38.03,46.49571428571428,-7421.119999999996,True,7669.007462509808
2023-08-25,35.95,4,8,42.85,43.29,45.44714285714286,-7457.069999999996,True,7704.957462509808
2023-08-26,46.6,5,8,35.95,43.08,45.949999999999996,-7503.669999999996,True,7751.557462509808
2023-08-27,48.08,6,8,46.6,49.94,45.68428571428571,-7551.749999999996,True,7799.637462509808
2023-08-28,53.7,0,8,48.08,50.51,46.14,-7605.449999999996,True,7853.337462509808
2023-08-29,46.17,1,8,53.7,45.82,46.19,-7651.619999999996,True,7899.507462509808
2023-08-30,43.97,2,8,46.17,49.98,45.33142857142858,-7695.5899999999965,True,7943.477462509808
2023-08-31,43.23,3,8,43.97,42.85,45.385714285714286,-7738.819999999996,True,7986.707462509808
2023-09-01,45.39,4,9,43.23,35.95,46.73428571428572,-7784.209999999996,True,8032.097462509808
2023-09-02,43.21,5,9,45.39,46.6,46.25,-7827.419999999996,True,8075.307462509808
2023-09-03,49.83,6,9,43.21,48.08,46.5,-7877.249999999996,True,8125.137462509808
2023-09-04,50.48,0,9,49.83,53.7,46.04,-7927.729999999996,True,8175.617462509807
2023-09-05,47.35,1,9,50.48,46.17,46.20857142857143,-7975.079999999996,True,8222.967462509807
2023-09-06,50.38,2,9,47.35,43.97,47.12428571428571,-8025.4599999999955,True,8273.347462509806
2023-09-07,43.7,3,9,50.38,43.23,47.191428571428574,-8069.159999999996,True,8317.047462509807
2023-09-08,39.78,4,9,43.7,45.39,46.38999999999999,-8108.939999999997,True,8356.827462509807
2023-09-09,50.34,5,9,39.78,43.21,47.40857142857143,-8159.279999999997,True,8407.167462509808
2023-09-10,57.97,6,9,50.34,49.83,48.57142857142857,-8217.249999999996,True,8465.137462509807
2023-09-11,55.77,0,9,57.97,50.48,49.32714285714286,-8273.019999999997,True,8520.907462509807
2023-09-12,45.52,1,9,55.77,47.35,49.06571428571429,-8318.539999999997,True,8566.427462509808
2023-09-13,44.4,2,9,45.52,50.38,48.21142857142858,-8362.939999999997,True,8610.827462509807
2023-09-14,47.06,3,9,44.4,43.7,48.691428571428574,-8409.999999999996,True,8657.887462509807
2023-09-15,42.21,4,9,47.06,39.78,49.03857142857144,-8452.209999999995,True,8700.097462509806
2023-09-16,49.68,5,9,42.21,50.34,48.94428571428572,-8501.889999999996,True,8749.777462509806
2023-09-17,54.69,6,9,49.68,57.97,48.47571428571429,-8556.579999999996,True,8804.467462509807
2023-09-18,50.67,0,9,54.69,55.77,47.74714285714286,-8607.249999999996,True,8855.137462509807
2023-09-19,50.67,1,9,50.67,45.52,48.48285714285714,-8657.919999999996,True,8905.807462509807
2023-09-20,36.9,2,9,50.67,44.4,47.41142857142858,-8694.819999999996,True,8942.707462509807
2023-09-21,40.95,3,9,36.9,47.06,46.53857142857144,-8735.769999999997,True,8983.657462509807
2023-09-22,44.34,4,9,40.95,42.21,46.84285714285714,-8780.109999999997,True,9027.997462509808
2023-09-23,45.38,5,9,44.34,49.68,46.228571428571435,-8825.489999999996,True,9073.377462509807
2023-09-24,58.04,6,9,45.38,54.69,46.707142857142856,-8883.529999999997,True,9131.417462509808
2023-09-25,49.92,0,9,58.04,50.67,46.6,-8933.449999999997,True,9181.337462509808
2023-09-26,50.3,1,9,49.92,50.67,46.547142857142866,-8983.749999999996,True,9231.637462509807
2023-09-27,47.78,2,9,50.3,36.9,48.10142857142857,-9031.529999999997,True,9279.417462509808
2023-09-28,49.12,3,9,47.78,40.95,49.26857142857143,-9080.649999999998,True,9328.537462509808
2023-09-29,41.56,4,9,49.12,44.34,48.871428571428574,-9122.209999999997,True,9370.097462509808
2023-09-30,53.38,5,9,41.56,45.38,50.01428571428572,-9175.589999999997,True,9423.477462509807
2023-10-01,53.94,6,10,53.38,58.04,49.42857142857143,-9229.529999999997,True,9477.417462509808
2023-10-02,52.04,0,10,53.94,49.92,49.73142857142857,-9281.569999999998,True,9529.457462509808
2023-10-03,53.78,1,10,52.04,50.3,50.22857142857142,-9335.349999999999,True,9583.23746250981
2023-10-04,48.76,2,10,53.78,47.78,50.36857142857143,-9384.109999999999,True,9631.99746250981
2023-10-05,43.76,3,10,48.76,49.12,49.60285714285715,-9427.869999999999,True,9675.75746250981
2023-10-06,46.85,4,10,43.76,41.56,50.35857142857143,-9474.72,True,9722.60746250981
2023-10-07,49.5,5,10,46.85,53.38,49.80428571428571,-9524.22,True,9772.10746250981
2023-10-08,55.02,6,10,49.5,53.94,49.95857142857143,-9579.24,True,9827.12746250981
2023-10-09,57.74,0,10,55.02,52.04,50.77285714285714,-9636.98,True,9884.86746250981
2023-10-10,57.92,1,10,57.74,53.78,51.364285714285714,-9694.9,True,9942.78746250981
2023-10-11,45.22,2,10,57.92,48.76,50.85857142857144,-9740.119999999999,True,9988.00746250981
2023-10-12,52.73,3,10,45.22,43.76,52.13999999999999,-9792.849999999999,True,10040.73746250981
2023-10-13,41.55,4,10,52.73,46.85,51.38285714285714,-9834.399999999998,True,10082.287462509808
2023-10-14,50.97,5,10,41.55,49.5,51.59285714285714,-9885.369999999997,True,10133.257462509808
2023-10-15,57.21,6,10,50.97,55.02,51.90571428571429,-9942.579999999996,True,10190.467462509807
